GCP PSOE,"Your organization has multiple GKE clusters across different projects and wants centralized visibility into container threats, including cryptomining, privilege escalation, and malicious code execution. You have Security Command Center Premium tier enabled. Where should you navigate in the Google Cloud console to view a summary of the top threats affecting your GKE workloads grouped by severity and category?","Security Command Center Findings page, filtered by Container Threat Detection.","GKE Security Posture dashboard, in the Top threats pane.","GKE Workloads page, in the Security tab under each deployment.","Cloud Logging Logs Explorer, filtered by GKE cluster resource type.",2,"When Security Command Center Premium or Enterprise tier is activated, the GKE security posture dashboard shows the Top threats pane that summarizes threats affecting GKE workloads, grouped by severity and category. This pane displays threats such as cryptomining, privilege escalation, and malicious code execution detected by Container Threat Detection. Reference: https://cloud.google.com/kubernetes-engine/docs/concepts/about-security-posture-dashboard"
GCP PSOE,Your SOC team wants to track incident response efficiency metrics such as mean time to resolve (MTTR) and cases closed by analyst over time. Google Security Operations (SecOps) data is already exported to BigQuery. You need to create a long-term reporting solution that executives can access without requiring BigQuery expertise. What should you do?,Query the BigQuery tables directly in the Google Cloud console and export results as CSV files to share with executives on a weekly basis for trend analysis.,Connect Looker Studio to the BigQuery dataset containing case data using the BigQuery connector and create an interactive dashboard with calculated fields for MTTR and analyst performance metrics.,Create custom YARA-L rules in Google SecOps to calculate MTTR and display results in the SIEM dashboard for executive review.,Export case data from BigQuery to Google Sheets on a scheduled basis and create pivot tables for executives to analyze incident response trends and analyst performance.,2,"Looker Studio provides a self-service BI platform that can connect directly to BigQuery using the native connector. Executives can view interactive dashboards without needing SQL expertise, and calculated fields can derive metrics like MTTR from raw case timestamps. Reference: https://cloud.google.com/bigquery/docs/visualize-looker-studio"
GCP PSOE,"You have created a Cloud Monitoring dashboard with charts displaying log-based metrics derived from Security Command Center findings. You need to configure an alerting policy that notifies the security team when high-severity findings exceed a threshold. However, the security team reports that alerting is inconsistent. What should you check first to resolve this issue?",Change the alerting policy from metric-based to log-based alerting to receive notifications for individual log entries instead.,Configure the notification channel to use multiple delivery methods to ensure the security team receives alerts reliably.,Increase the alert threshold value to reduce the number of false positive notifications being generated.,Verify the Rolling window setting is at least 10 minutes for log-based metrics and configure how the policy handles missing data.,4,"Log-based metric time series can have data gaps and values of zero. For alerting policies monitoring log-based metrics, Google recommends setting the rolling window to at least 10 minutes and configuring how the policy handles missing data to avoid inconsistent alerting behavior. Reference: https://cloud.google.com/logging/docs/logs-based-metrics#missing-data"
GCP PSOE,You have activated Security Command Center Premium tier and enabled Event Threat Detection. Your security operations team reports that they are not seeing any Malware: Bad Domain findings even though you suspect malicious DNS activity in your environment. What is the most likely cause of this issue?,The Malware: Bad Domain detector must be manually enabled in the Event Threat Detection modules settings.,"Event Threat Detection findings are only visible in Cloud Logging, not in the Security Command Center console.","Cloud DNS logging is not enabled, which is required for Event Threat Detection to detect malware using domain resolution.",Event Threat Detection requires the Enterprise tier of Security Command Center to generate Malware: Bad Domain findings.,3,"Event Threat Detection can detect malware using domain resolution only when Cloud DNS logging is enabled. Some logs that Event Threat Detection scans are turned off by default, and Cloud DNS logs are essential for detecting Malware: Bad Domain findings. For network detection of malware through domain resolution, Cloud DNS logs are typically sufficient for most users. Reference: https://cloud.google.com/security-command-center/docs/concepts-event-threat-detection-overview"
GCP PSOE,You have configured a user-defined log-based counter metric to track authentication failures in your Cloud Logging environment. Security analysts report that the alerting policy monitoring this metric is generating false positive notifications during periods of low activity. You want to reduce false notifications while maintaining detection accuracy. What should you do?,Increase the rolling window value in the alerting policy condition to at least 10 minutes to ensure multiple matching log entries are counted before triggering an alert.,Modify the counter metric filter to use stricter matching criteria and reduce the number of labels to limit time series cardinality.,Configure the alerting policy to use a log-based alert instead of a metric-based alert to eliminate timing delays in metric aggregation.,Enable backfill for the log-based metric to populate historical data and establish a consistent baseline for anomaly detection.,1,"Log-based metric data can have gaps that result in false notifications during periods of low activity. Google documentation recommends increasing the rolling window value to reduce false positives, specifically stating that 'the value should be large enough to make sure that multiple log entries that match your filter are counted.' A minimum of 10 minutes is recommended for alignment period. Reference: https://cloud.google.com/logging/docs/logs-based-metrics/charts-and-alerts"
GCP PSOE,Your organization has enabled Security Command Center Premium tier and wants to deploy Container Threat Detection to monitor GKE clusters. Several of your clusters are running workloads in GKE Sandbox to provide additional isolation for untrusted code. You need to ensure Container Threat Detection can protect your containerized workloads. What should you do?,Configure Container Threat Detection to monitor only the control plane logs using Event Threat Detection while GKE Sandbox handles runtime protection.,Enable Container Threat Detection and configure it to use user-space monitoring mode that is compatible with GKE Sandbox workloads.,Create separate node pools for GKE Sandbox workloads and Container Threat Detection to ensure they operate on different nodes.,Disable GKE Sandbox on the clusters where you want to deploy Container Threat Detection since they are not compatible.,4,Container Threat Detection is not compatible with GKE Sandbox. The documentation explicitly states that GKE Sandbox must be disabled on clusters where you want Container Threat Detection deployed. This is because Container Threat Detection's kernel-level instrumentation conflicts with gVisor's sandboxing mechanism. Reference: https://cloud.google.com/security-command-center/docs/how-to-use-container-threat-detection
GCP PSOE,Your organization uses Security Command Center Premium and Google Security Operations (SecOps). Event Threat Detection has identified a suspicious outbound connection to a known malicious IP address. You need to determine if the same IP address has been observed elsewhere in your environment over the past 30 days. What is the most efficient approach?,Use Cloud Logging's Logs Explorer to search for the IP address across all log entries from the past 30 days using a filter query.,"Ingest SCC findings into Google SecOps, then use the IOC matches page to view all events associated with the malicious IP address across your security telemetry.",Create a continuous export from SCC to Pub/Sub and configure a Cloud Function to search for the IP address in Cloud Armor logs.,Export the SCC finding to BigQuery and run a SQL query to search for the IP address across all Cloud Audit Logs from the past 30 days.,2,"Google SecOps automatically correlates ingested IoCs against your security telemetry and displays all matches on the IOC matches page. This provides visibility into all instances where the malicious IP appeared in your environment, including historical data up to your retention period. Reference: https://cloud.google.com/chronicle/docs/investigation/alerts-iocs"
GCP PSOE,A compliance team at your organization requires visibility into when Google personnel access your organization's customer data stored in Google Cloud. They need to establish a baseline of Google administrative access patterns and alert when access exceeds a threshold. Which combination of Google Cloud features should you use to meet this requirement?,"Configure Cloud Identity Login Audit logs, export to Google SecOps, and create detection rules for anomalous access","Enable Access Transparency logs, configure a logs-based metric in Cloud Monitoring, and set up an alerting policy with defined thresholds","Enable Data Access audit logs for all services, route to a Cloud Storage bucket, and use Cloud Functions to analyze access frequency","Enable Cloud Audit Logs Admin Activity logging, create a BigQuery export sink, and schedule daily queries to analyze access patterns",2,"Access Transparency logs record actions taken by Google personnel when accessing customer data. You can monitor these logs using Cloud Monitoring API, create logs-based metrics to capture access patterns, and configure alerting policies that trigger when access exceeds specified thresholds. This approach enables both baseline establishment and anomaly detection. Reference: https://cloud.google.com/assured-workloads/access-transparency/docs/reading-logs"
GCP PSOE,"Your organization uses Security Command Center Enterprise with Security Health Analytics enabled. A security analyst notices that when a finding is remediated, the corresponding case remains open for several hours before closing. The analyst wants to understand when the case will automatically close. What triggers the automatic closure of a case created from Security Health Analytics findings?","The case closes immediately when the resource configuration is corrected in Google Cloud, as Security Health Analytics monitors changes in real-time.",The analyst must manually close the case after verifying remediation by running the Close Case action in the Security Operations console.,"When all findings in the case are either set to INACTIVE state by Security Health Analytics after detecting remediation or are muted, the case is automatically closed.",The case closes after 24 hours based on the Sync SCC Data job schedule configured in the SOAR Settings.,3,"Security Command Center automatically closes a case when all findings it contains are either inactive or muted. Security Health Analytics sets a finding state to INACTIVE when it detects that the underlying misconfiguration has been remediated during its next scan cycle. If you mute all findings in a case, the case is also closed automatically. Reference: https://cloud.google.com/security-command-center/docs/how-to-use-security-health-analytics and https://cloud.google.com/security-command-center/docs/mute-findings-in-cases"
GCP PSOE,"Your security team has created an isolated forensic project in Google Cloud for incident investigations. You need to configure IAM access so that only the incident response team can upload forensic evidence to the storage bucket, while ensuring no one can delete or modify existing evidence. Which IAM configuration should you implement?",Grant the incident response team the Storage Legacy Bucket Writer role on the forensic bucket and configure an IAM Deny policy to block object deletion.,Grant the incident response team the Storage Object Admin role (roles/storage.objectAdmin) on the forensic bucket and enable Object Versioning to track all changes.,Grant the incident response team the Storage Admin role (roles/storage.admin) on the project and use Cloud Audit Logs to monitor for unauthorized deletions.,Grant the incident response team the Storage Object Creator role (roles/storage.objectCreator) on the forensic bucket and configure a locked retention policy on the bucket to prevent deletion.,4,"The Storage Object Creator role allows uploading new objects but does not grant permissions to read, modify, or delete existing objects. Combined with a locked retention policy, this ensures that evidence can be collected but cannot be tampered with or removed until the retention period expires. This implements the principle of least privilege while maintaining evidence integrity. Reference: https://cloud.google.com/storage/docs/access-control/iam-roles and https://cloud.google.com/storage/docs/bucket-lock"
GCP PSOE,"Your organization has standardized a communication workflow for escalating high-severity incidents to stakeholders. This workflow involves sending approval requests via email, waiting for customer confirmation, and updating case stages based on the response. Multiple investigation playbooks across different environments need to use this identical escalation process. You want to implement this workflow efficiently while minimizing maintenance overhead. What should you do?","Create a playbook block with configurable input parameters for communication type and method, then insert this block into each parent playbook that requires the escalation workflow.","Copy and paste the escalation action sequence into each playbook manually, using placeholders to maintain consistency across different environments and alert types.",Create a separate escalation playbook and configure alert triggers to attach it as an additional playbook whenever high-severity alerts are generated.,Build a dedicated connector that triggers an external escalation service and integrate it as an action step within each playbook requiring the workflow.,1,"Playbook blocks are reusable mini-playbooks that can be inserted into multiple parent playbooks. Blocks support input parameters to customize their behavior and can return output values to parent playbooks. Any edit to a block automatically affects all playbooks that incorporate it, reducing maintenance overhead. Reference: https://cloud.google.com/chronicle/docs/soar/respond/working-with-playbooks/working-with-playbook-blocks"
GCP PSOE,Your security team observes that Security Health Analytics generates a large number of findings for resources in a development project that are intentionally configured with relaxed security settings for testing purposes. You want to suppress these findings for the development project while ensuring that new and existing findings in production projects remain visible. You also want the flexibility to easily reverse this suppression if the development project moves to production. What should you do?,Add security marks to resources in the development project to exclude them from Security Health Analytics detectors.,Create a dynamic mute rule with a filter that matches findings from the development project and configure it without an expiration date.,Disable Security Health Analytics for the development project using Security Command Center Services settings.,Create a static mute rule with a filter that matches findings from the development project.,2,"Dynamic mute rules can mute both existing and future findings based on filter criteria. When configured without an expiration date, they act indefinitely but can be easily deleted to reverse the suppression. Unlike static mute rules, dynamic rules automatically unmute findings when the rule is removed. Reference: https://cloud.google.com/security-command-center/docs/how-to-mute-findings"
GCP PSOE,Your organization needs to detect when cloud resources connect to IP addresses from your organization's private threat intelligence feed. The threat intelligence team regularly updates this feed with new indicators. You have Security Command Center Premium tier activated at the organization level. What is the most appropriate approach to implement this detection capability?,Create an Event Threat Detection custom module using the Configurable Bad IP template with your organization's maintained IP address list.,Export VPC Flow Logs to Google SecOps and create YARA-L rules that match against a reference list containing your threat intelligence IP addresses.,Configure Security Health Analytics custom detectors to scan network configurations for connections to the malicious IP addresses.,Configure the built-in Malware: Bad IP detector in Event Threat Detection to include your organization's custom IP address list.,1,"Event Threat Detection custom modules allow you to define detection parameters using your own threat intelligence. The Configurable Bad IP custom module template scans VPC Flow Logs for connections to IP addresses you maintain, runs alongside built-in detectors in real-time, and generates findings when matches are detected. Reference: https://cloud.google.com/security-command-center/docs/custom-modules-etd-overview"
GCP PSOE,Your security team needs to detect lateral movement activity where a user authenticates to multiple distinct hosts within a short time frame. You want to create a YARA-L rule in Google Security Operations (SecOps) that triggers only when the same user connects to more than three unique hostnames within a 15-minute window. Which YARA-L rule structure should you use?,Use a multi-event rule with a match section that groups by $user over 15m and a condition section that checks #hostname > 3.,Use a single-event rule with the over keyword in the events section to specify the 15-minute time window for user authentication events.,Create a rule with a condition section that uses count($hostname) > 3 without a match section to detect multiple host connections.,Implement a composite rule that chains multiple single-event authentication rules and aggregates results using detection-only mode.,1,"Multi-event YARA-L rules use the match section to group events by a common field (user) over a time window (15m), and the condition section can use the '#' operator to count distinct values of the hostname variable, triggering when more than three unique hosts are detected. Reference: https://cloud.google.com/chronicle/docs/detection/yara-l-2-0-overview"
GCP PSOE,"You are configuring VPC Service Controls for a Shared VPC environment with a host project and multiple service projects. After enabling the perimeter, service projects are unable to access protected APIs. What is the most likely cause and solution?",The service projects need egress rules configured to allow API access through the host project's network configuration.,VPC accessible services are not enabled for the perimeter. Enable VPC accessible services and add all restricted services to the allowed list.,The Shared VPC host project is not included in the same service perimeter as the service projects. Add the host project to the perimeter.,The perimeter needs to be recreated at the folder level using a scoped policy that includes both the host and service projects.,3,"When using Shared VPC, you must include the host project in a service perimeter along with any projects that belong to the Shared VPC. Network endpoints belonging to service projects appear to be outside the perimeter if only service projects are included, since subnets are associated with the host project. Reference: https://cloud.google.com/vpc-service-controls/docs/service-perimeters"
GCP PSOE,Your organization uses Sensitive Data Protection discovery to profile BigQuery tables. A table profile shows a 'High' data risk level even though the sensitivity level is only 'Moderate'. You need to understand why the data risk is elevated. What is the most likely explanation?,"The profiling job did not complete successfully, causing incomplete risk calculation and default elevated risk assignment.","The inspection template used for profiling included too many infoTypes, causing false positives that elevated the risk score.","The table contains moderate-sensitivity data but has no access controls to restrict data exposure, resulting in elevated data risk.",The table contains free-form text columns which automatically elevate data risk regardless of detected infoTypes.,3,Data risk level considers both the sensitivity level of the data and the presence of access controls. A table with moderate-sensitivity data that is widely accessible or lacks access controls will receive a higher data risk level than its sensitivity alone would indicate. Reference: https://cloud.google.com/sensitive-data-protection/docs/sensitivity-risk-calculation
GCP PSOE,"You are configuring Container Threat Detection for your organization's GKE clusters. Your security team requires detection of modifications to critical system files such as /etc/shadow and /etc/pam.d on container hosts. After enabling Container Threat Detection, you notice that these file monitoring detections are not being generated. What is the most likely cause?",Container Threat Detection requires the Premium tier of Security Command Center which has not been activated.,The Container Threat Detection DaemonSet has not been deployed on the GKE cluster nodes.,The file monitoring detectors are disabled by default to avoid performance degradation on workloads with significant file I/O.,The GKE clusters are using GKE Sandbox which is incompatible with file-level monitoring.,3,"Container Threat Detection includes file monitoring detectors that monitor for access or modification to critical system files. These detectors are disabled by default because workloads with significant file I/O, such as CI/CD systems, could potentially suffer performance degradation when these detectors are enabled. You must explicitly enable them. Reference: https://cloud.google.com/security-command-center/docs/concepts-container-threat-detection-overview"
GCP PSOE,Your organization is using Security Command Center Enterprise tier and you notice that some vulnerability findings have higher severity levels than their default category severity. You need to understand why certain findings are being escalated in severity. What is causing this behavior?,Security Health Analytics custom modules have been configured with override rules that increase severity based on resource labels.,"Risk Engine has calculated high attack exposure scores for these findings, which automatically increases the severity level when they expose designated high-value resources.","Event Threat Detection has correlated these vulnerabilities with active threat indicators, automatically elevating their severity classification.","The findings are associated with toxic combinations that have been identified by the posture management service, triggering automatic severity escalation.",2,"In the Enterprise tier, finding severity levels can dynamically change based on attack exposure scores calculated by Risk Engine. When attack path simulations determine that a finding exposes high-value resources, the severity level increases accordingly to reflect the actual risk, and can decrease if the exposure score decreases. Reference: https://cloud.google.com/security-command-center/docs/finding-severity-classifications"
GCP PSOE,"Incident response""Your security team is preparing to implement VPC Service Controls as part of your incident response containment strategy. Before enforcing a new service perimeter that would isolate a critical production project during incidents, you want to validate that the containment configuration will not disrupt legitimate business operations. What should you do?",Enable VPC Service Controls audit logging on the production environment and retrospectively analyze access patterns from the past 30 days to predict containment impact.,"Create a service perimeter in dry-run mode with the planned containment configuration, trigger a test workload, and analyze the violation logs to identify potential disruptions before enforcement.",Deploy the enforced service perimeter during a maintenance window and immediately roll back if production issues are detected within a monitoring period.,Create an identical test service perimeter in enforced mode in a non-production project and simulate the containment workflow with synthetic traffic.,2,"Dry-run mode allows testing of VPC Service Controls configurations without blocking access. Requests that would violate the perimeter are logged but not denied, allowing you to identify and resolve potential issues before moving to enforced mode during an actual incident. Reference: https://cloud.google.com/vpc-service-controls/docs/dry-run-mode"
GCP PSOE,Your organization uses Google Security Operations (SecOps) and exports security data to BigQuery. You need to implement automated weekly reports that calculate the total number of incidents by severity and the average case resolution time for the previous week. The reports should be stored in a dedicated BigQuery table for historical tracking. What should you do?,Configure the Google SecOps BigQuery export to automatically generate summary metrics tables alongside the raw event data export.,"Create a BigQuery scheduled query that runs weekly, calculates incident metrics from the exported SecOps data, and writes results to a dedicated reporting table with date partitioning.","Use Looker Studio scheduled email delivery to send weekly dashboard snapshots, then manually save the results to BigQuery for historical records.","Develop a Cloud Function that queries BigQuery daily and aggregates the results into a Google Sheet, then configure Looker Studio to read from the Sheet.",2,BigQuery scheduled queries allow you to automate recurring SQL queries that calculate metrics and store results in destination tables. Using date partitioning enables efficient historical tracking and querying of weekly metrics over time. Scheduled queries can run automatically on a weekly schedule without manual intervention. Reference: https://cloud.google.com/bigquery/docs/scheduling-queries
GCP PSOE,Your organization has deployed Google Security Operations (SecOps) and needs to perform post-incident analysis on historical detection data to identify trends in rule effectiveness over time. You want to analyze which detection rules generate the most false positives versus true positives. Which BigQuery table should you query?,"udm_events_aggregates table, which stores aggregated data summarized by hour of normalized events.","ingestion_metrics table, which stores statistics related to ingestion and normalization of data from various sources.","rule_detections table, which stores detections returned by rules run in Google SecOps including rule metadata and detection timestamps.","ioc_matches table, which stores all indicator of compromise matches found against UDM events.",3,"The rule_detections table specifically stores detections returned by rules run in Google SecOps. This table contains the rule identifiers, detection timestamps, and related event data needed to analyze rule effectiveness and trends over time. Reference: https://cloud.google.com/chronicle/docs/reports/overview-chronicle-bigquery"
GCP PSOE,You are configuring Container Threat Detection for your GKE environment. A security architect asks you to explain how Container Threat Detection collects runtime telemetry from containers. Which statement accurately describes the Container Threat Detection architecture?,Container Threat Detection uses a sidecar container injected into each pod that streams events directly to Security Command Center.,Container Threat Detection uses a kernel module installed on each node that intercepts system calls and sends them to Cloud Logging.,Container Threat Detection uses an external agent deployed in a dedicated monitoring namespace that polls container metrics via the Kubernetes API.,Container Threat Detection uses a user mode DaemonSet that passes event information and container details to a detector service for analysis.,4,Container Threat Detection passes event information and information that identifies the container through a user mode DaemonSet to a detector service for analysis. Event collection is configured automatically when Container Threat Detection is enabled. The watcher DaemonSet passes container information in a best effort manner. Reference: https://cloud.google.com/security-command-center/docs/concepts-container-threat-detection-overview
GCP PSOE,"Your security operations team has created a Looker Studio dashboard displaying Security Command Center findings from BigQuery. Multiple analysts need to collaborate on developing and maintaining the dashboard, and you want to ensure that if an analyst leaves the organization, the dashboard remains accessible. You are using Looker Studio Pro. What should you do?","Create a team workspace and move the dashboard and data sources into the workspace, then add analysts as Contributors.",Create a Google Group containing all analysts and share the dashboard with the group as Editors.,Share the dashboard with individual analysts using the Share button and grant Editor permissions to each user.,Export the dashboard configuration to a JSON file and store it in a shared Cloud Storage bucket for version control.,1,"Team workspaces in Looker Studio Pro enable team collaboration in a shared space. When you create content in or move content into a team workspace, all members have access to the assets. If a member leaves the organization, remaining members can still access any assets that the former member added. The organization owns content created in Looker Studio Pro team workspaces, eliminating orphaned report issues. Reference: https://cloud.google.com/looker/docs/studio/about-team-workspaces"
GCP PSOE,"You are configuring Google Security Operations (SecOps) to automatically enrich security incidents with threat intelligence from VirusTotal. Your organization requires automated enrichment for file analysis, URL analysis, and the ability to search historical VirusTotal data for previously flagged malicious indicators. Which integration capability supports all these requirements?",Configure the standard VirusTotal integration with a free API key and enable automated enrichment for all entity types.,Configure Applied Threat Intelligence to ingest VirusTotal crowdsourced indicators and enable automated file submissions.,"Configure the VirusTotal v3 integration with Premium API access to enable file analysis, URL analysis, and retrohunting capabilities.",Enable native VirusTotal file metadata enrichment in Google SecOps without any additional API configuration.,3,"The VirusTotal v3 integration supports file analysis, URL analysis, and retrohunting capabilities to search historical VirusTotal data for files, URLs, IPs, or domains that were previously flagged as malicious. This integration requires VirusTotal Premium API. Reference: https://cloud.google.com/chronicle/docs/soar/marketplace-integrations/virustotal-v3"
GCP PSOE,Your organization's Security Operations team has detected a suspicious IAM role grant that may indicate a privilege escalation attempt. A user was granted the roles/owner role on a production project at an unusual time. You need to investigate the incident by identifying who performed this action and what specific changes were made. Which Cloud Audit Logs query approach should you use?,Query Admin Activity audit logs filtering on protoPayload.methodName containing 'SetIamPolicy' and examine the protoPayload.authenticationInfo.principalEmail and protoPayload.serviceData.policyDelta.bindingDeltas fields.,Query System Event audit logs filtering on resource.type equal to 'project' and examine the protoPayload.authorizationInfo field for permission grants.,Query Data Access audit logs filtering on protoPayload.methodName containing 'SetIamPolicy' and examine the protoPayload.request.policy field for role binding information.,Query Admin Activity audit logs filtering on protoPayload.serviceName equal to 'iam.googleapis.com' and examine the protoPayload.response.bindings field for current policy state.,1,"Admin Activity audit logs capture SetIamPolicy calls which modify IAM permissions, and the authenticationInfo.principalEmail field identifies who performed the action. The policyDelta.bindingDeltas field shows the specific role additions or removals, including the role granted and the member affected. Reference: https://cloud.google.com/logging/docs/audit/understanding-audit-logs"
GCP PSOE,You are configuring the SCC Enterprise - Urgent Posture Findings Connector for your organization's Security Command Center Enterprise deployment. Your team wants to ensure that findings are assigned to the correct resource owners for remediation. You need to configure the connector to determine ownership properly. What is the correct order of precedence that the connector uses to identify resource owners?,"Cloud tags inherited from the finding resource, then Essential Contacts, then the Fallback Owner parameter value.","Essential Contacts, then cloud tags inherited from the finding resource, then the Fallback Owner parameter value.","Fallback Owner parameter value, then Essential Contacts, then cloud tags inherited from the resource.","IAM policy bindings on the resource, then project-level Essential Contacts, then organization-level Essential Contacts.",1,"The connector first analyzes findings for cloud tag values inherited from the finding resource. If no cloud tags are present, it attempts to define the resource owner using Essential Contacts. If neither source provides ownership information, the connector uses the Fallback Owner parameter value configured in the connector settings. Reference: https://cloud.google.com/security-command-center/docs/determine-ownership-posture-findings"
GCP PSOE,"You have enabled Container Threat Detection in Security Command Center Premium tier for your organization. After deploying a new GKE cluster, you notice that Container Threat Detection is not generating findings for that cluster. The cluster is running a supported version of GKE with Container-Optimized OS nodes. What is the most likely cause of this issue?","The Container Threat Detection service agent has been deleted from the project, preventing findings from being generated.","The cluster nodes do not have sufficient memory resources to run the Container Threat Detection DaemonSet, causing the pods to fail.",Container Threat Detection is not enabled by default for new clusters and must be manually enabled in the Security Command Center settings after cluster creation.,The cluster is in a private VPC without proper network configuration to communicate with Google APIs and services required by Container Threat Detection.,4,"For Container Threat Detection to work, if the cluster is in a VPC, its network must meet routing, firewall, and DNS requirements to communicate with Google APIs and services. Private clusters require Private Google Access or Private Service Connect configuration. Reference: https://cloud.google.com/security-command-center/docs/how-to-use-container-threat-detection"
GCP PSOE,You are configuring Identity-Aware Proxy (IAP) to protect a web application. Your security policy requires that users must come from the corporate network (10.0.0.0/8) AND use an encrypted device to access the application. You have created an access level named 'corp_secure' in Access Context Manager that includes both IP subnet and device encryption requirements. What must you verify about the access level configuration?,Verify that Endpoint Verification is installed and the access level is configured with ALLOW_INVALID_OR_MISSING mode to permit gradual rollout.,Verify that the access level is defined at the organization level access policy and both conditions are configured within the same access level with AND semantics.,Verify that the access level is applied directly to the backend service using gcloud compute backend-services update command.,Verify that two separate access levels are created at the project level and both are selected in the IAP binding.,2,"Access levels used with IAP must be set in the organizational access policy (scoped policies are not supported by IAP). For multiple conditions that must all be met, they should be configured within the same access level where conditions within an access level are combined using AND semantics by default. Reference: https://cloud.google.com/iap/docs/cloud-iap-context-aware-access-howto"
GCP PSOE,Your organization has an Organization Policy constraint enforced at the organization level that denies specific Compute Engine regions. A project team has submitted a request to be exempted from this policy. You need to configure the project to allow the denied regions while maintaining the organization-level restrictions for other projects. Which action should you take at the project level?,Grant the project team the Organization Policy Administrator role to modify the constraint themselves.,Create a project-level organization policy that sets inheritFromParent to FALSE and allows the needed regions.,Delete the organization-level policy and recreate it with an exception for the specific project.,Create a project-level organization policy that sets inheritFromParent to TRUE and adds the needed regions to the allowed list.,2,"Setting inheritFromParent to FALSE prevents the policy from inheriting the parent's settings, allowing you to define a completely different policy at the project level. This effectively exempts the project from the organization-level restriction while maintaining restrictions for other projects. Reference: https://cloud.google.com/resource-manager/docs/organization-policy/understanding-hierarchy"
GCP PSOE,Your organization uses Google Security Operations (SecOps) with Applied Threat Intelligence enabled. You want to understand why a specific IOC was assigned its current priority level. The indicator is a domain that was flagged with 'High' priority. Which information sources does the ATI prioritization model consider when assigning the High priority level to domain indicators?,"Number of VirusTotal engine detections, domain age, whois registration data, and historical DNS records.","GTI Verdict, GTI Severity, Prevalence, and Attribution to threat actors or malware tracked by Mandiant.","GTI Verdict, GTI Severity, Active IR status, Prevalence, and network direction indicators.","IC-Score threshold, malware family classification, geographic origin, and MITRE ATT&CK technique mappings.",2,"The High model prioritizes indicators that weren't observed in Mandiant investigations but were identified by Google Threat Intelligence as being associated with threat actors or malware. The relevant features used by this model include GTI Verdict, GTI Severity, Prevalence, and Attribution. Reference: https://cloud.google.com/chronicle/docs/detection/ati-prioritization"
GCP PSOE,"Your organization has deployed Google Security Operations (SecOps) and wants to identify users who have significantly deviated from their historical behavior patterns. You need to configure the Risk Analytics dashboard to detect both rapid behavioral changes and slow, persistent attacks. Which configuration approach should you use?",Set the risk calculation window to 24 hours only and manually adjust entity risk scores using multiplication factors for long-term pattern detection.,Configure a single 7-day risk calculation window and rely solely on base entity risk scores to identify all types of behavioral deviations.,Create custom YARA-L rules to replace the Risk Analytics dashboard functionality for user behavior baseline monitoring.,Use both 24-hour and 7-day risk calculation windows and compare normalized entity risk trends between windows to identify different attack patterns.,4,"The Risk Analytics dashboard supports both 24-hour and 7-day risk calculation windows. According to Google documentation, brute force attacks are more apparent when setting the Risk Calculation Window to 24 hours, while longer time frames help spot long-term attacks. Comparing normalized entity risk trends across both windows provides comprehensive behavioral baseline deviation detection. Reference: https://cloud.google.com/chronicle/docs/detection/risk-analytics-dashboard"
GCP PSOE,You are creating a Cloud Monitoring dashboard to visualize security posture data from Security Command Center. You want to display the distribution of findings across different compliance frameworks such as CIS and NIST. Which widget configuration provides the most effective visualization?,"Configure a line chart widget with multiple data series, one per compliance framework, to show how each framework's finding counts change over time.","Add a pie chart widget that uses a log-based metric with labels for compliance framework, allowing you to see the proportional distribution of findings per framework.",Use a gauge widget to display the total finding count with color thresholds based on compliance risk levels for overall posture assessment.,Create a table widget that lists each compliance framework with its associated finding count and severity breakdown for detailed analysis.,2,"Pie charts in Cloud Monitoring can display the proportional breakdown of metric values. By creating a log-based metric with labels extracted from the compliance framework field in SCC findings, you can visualize how findings are distributed across different compliance standards. Reference: https://cloud.google.com/monitoring/charts"
GCP PSOE,"Observability""Your organization has set up a continuous export from Security Command Center to Pub/Sub. You notice that the Pub/Sub subscription has expired and no new findings have been delivered for over 31 days. You want to prevent this issue from recurring. What should you do?",Configure a Cloud Scheduler job to send heartbeat messages to the Pub/Sub topic every 24 hours to keep the subscription active.,Delete and recreate the NotificationConfig in SCC to refresh the connection between SCC and the Pub/Sub topic.,Enable the SCC notification service account to automatically renew subscriptions by granting it the pubsub.subscriptions.update permission.,Recreate the Pub/Sub subscription with the --expiration-period flag set to 'never' to prevent automatic expiration.,4,"By default, Pub/Sub subscriptions expire after 31 days of inactivity. Setting the --expiration-period flag to 'never' when creating the subscription ensures it does not automatically expire, which is critical for continuous security monitoring pipelines. Reference: https://cloud.google.com/security-command-center/docs/how-to-enable-real-time-notifications"
