GCP PSOE,Your security team needs to verify how organization policies are being applied across the resource hierarchy for a specific project. They want to see the combined effect of all inherited and locally-set policies for the constraints/gcp.resourceLocations constraint. Which gcloud command should they use?,gcloud resource-manager org-policies list --project=PROJECT_ID,gcloud org-policies describe constraints/gcp.resourceLocations --project=PROJECT_ID,gcloud org-policies describe constraints/gcp.resourceLocations --effective --project=PROJECT_ID,gcloud policy-intelligence analyze --org-policy=constraints/gcp.resourceLocations --project=PROJECT_ID,3,The --effective flag returns the organization policy as it is evaluated at that point in the resource hierarchy with inheritance included. This shows the result of merging policies in the resource hierarchy and evaluating conditions. Reference: https://cloud.google.com/resource-manager/docs/organization-policy/using-constraints
GCP PSOE,Your organization experienced a security incident affecting multiple projects within a Google Cloud organization. The incident response team needs to collect and preserve logs from the past 30 days across all affected projects. The logs must be stored in a central location with immutable storage for forensic investigation and potential legal proceedings. What should you do?,Create an aggregated sink at the organization level to route logs to a Cloud Storage bucket configured with a locked retention policy.,Create individual log sinks in each affected project to route logs to Cloud Logging buckets with custom retention periods.,Configure the _Required log bucket in each project with extended retention and enable CMEK encryption for security.,Use the gcloud logging read command to export logs from each project and store them locally for investigation.,1,"Aggregated sinks can route logs from all projects in an organization to a centralized destination, and locking a Cloud Storage bucket retention policy provides immutable storage that prevents logs from being deleted or modified until the retention period expires, meeting forensic and legal requirements. Reference: https://cloud.google.com/logging/docs/export/aggregated_sinks and https://cloud.google.com/storage/docs/bucket-lock"
GCP PSOE,You are a SOC manager implementing Google Security Operations (SecOps) SIEM dashboards to track mean time to detect (MTTD) and other key performance indicators (KPIs) for your security team. You want to effectively measure and demonstrate operational value to stakeholders. Which dashboard approach should you implement?,Export all detection and case data to BigQuery and use Looker Studio to create operational dashboards shared through Google Drive.,Configure Cloud Monitoring dashboards with custom metrics exported from Google SecOps using Pub/Sub to track SOC operational efficiency.,"Use built-in dashboards and reports along with custom dashboards to track real-time SOC metrics and KPIs, and schedule automated report delivery to stakeholders.",Create YARA-L detection rules for each KPI metric and configure alerts when performance thresholds are exceeded.,3,"Google SecOps allows you to 'effectively measure and manage operations, demonstrate value to stakeholders, track real-time SOC metrics and KPIs' using built-in dashboards and reports or custom-built ones. Scheduling delivery automates stakeholder communication. Reference: https://cloud.google.com/chronicle/docs/secops/secops-overview"
GCP PSOE,"You are configuring preventive controls for incident response scenarios. Your organization wants to ensure that if a project is compromised, the attacker cannot exfiltrate sensitive data stored in Cloud Storage and BigQuery by copying it to resources they control outside your organization. You also need the ability to test these controls without disrupting production. What should you implement?",Implement Organization Policy constraints restricting Cloud Storage bucket creation and BigQuery dataset creation to specific regions within your organization.,Configure IAM conditions on all Cloud Storage and BigQuery resources requiring that accessor principals must be members of your organization domain.,"Configure a VPC Service Controls perimeter in dry-run mode with Cloud Storage and BigQuery as restricted services, monitor audit logs for policy violations, then switch to enforced mode after validating the configuration.","Create egress firewall rules at priority 1 denying all outbound traffic to internet destinations, with explicit allow rules for approved external IPs needed for business operations.",3,"Dry-run mode logs violations without blocking requests, allowing you to identify legitimate cross-perimeter traffic that requires ingress/egress rules before enforcement. Once validated, enforced mode blocks unauthorized copy operations to external resources. Reference: https://cloud.google.com/vpc-service-controls/docs/service-perimeters"
GCP PSOE,Your security team suspects that a compromised VM is conducting reconnaissance activity within your Google Cloud environment. You need to use VPC Flow Logs exported to BigQuery to identify potential port scanning behavior indicative of lateral movement preparation. Which BigQuery query approach should you use?,Query for high byte counts from a single source IP to identify data exfiltration attempts from the compromised VM.,Query for connections with the longest RTT latency values to identify suspicious slow network reconnaissance.,Query for source IPs with connections to a high number of distinct destination ports across multiple internal IPs within a short timeframe.,Query for rejected connections from external IPs to identify inbound attack attempts from threat actors.,3,Port scanning for lateral movement typically involves a single source attempting connections to many destination ports across multiple internal hosts. Querying for high distinct port counts from a single source is the standard detection pattern for reconnaissance activity. This approach directly identifies the scan behavior pattern. Reference: https://cloud.google.com/vpc/docs/flow-logs
GCP PSOE,Your organization routes logs from multiple projects to a centralized log bucket using aggregated sinks for security monitoring. You need to create a log-based metric that counts security events from all source projects and uses this data in Cloud Monitoring dashboards and alerts. Which metric scope should you configure?,Create a bucket-scoped log-based metric defined on the centralized log bucket to count security events from all routed log entries.,Create project-scoped log-based metrics in each source project and aggregate them using Cloud Monitoring's metrics scope feature.,Create a system-defined log-based metric that automatically tracks log entries across all projects in the organization.,"Create a log-based alerting policy instead of a metric, as alerting policies automatically span multiple projects.",1,"Bucket-scoped log-based metrics are calculated from all logs destined for the specified bucket, regardless of their originating project. This is the recommended approach when using aggregated sinks to route logs from multiple projects to a centralized bucket, as it provides a single metric that captures events from all sources. Reference: https://cloud.google.com/logging/docs/logs-based-metrics"
GCP PSOE,"A threat intelligence report from your ISAC identifies new IOCs associated with an emerging threat campaign targeting your industry. You want to proactively hunt for these indicators across your historical logs in Google SecOps. The IOCs include domains, IP addresses, and file hashes that may have been present in your environment before the report was published. What is the most effective approach?",Submit a support request to Google to add the IOCs to the Applied Threat Intelligence Fusion Feed for automatic matching.,Export your historical logs to BigQuery and run SQL queries to search for each IOC individually across the exported data.,Create YARA-L rules for each IOC and enable them in alerting mode to detect future matches only.,"Ingest the IOCs as a custom threat feed, then use retrohunt to scan historical event data against the newly ingested indicators using detection rules.",4,"Retrohunt in Google SecOps allows you to re-evaluate historical event data against newly enriched logs or IOCs. By ingesting the new IOCs as a custom feed and running retrohunt, you can identify if any of these indicators appeared in your environment before they were known to be malicious. Reference: https://cloud.google.com/chronicle/docs/detection/applied-threat-intel-overview"
GCP PSOE,Your organization is using Google Threat Intelligence (GTI) integrated with Google Security Operations (SecOps) for threat hunting. You want to write a YARA-L detection rule that correlates process execution events with VirusTotal file metadata to detect files tagged as exploits. Which approach correctly leverages VirusTotal enrichment data in the detection rule?,Query the VirusTotal API directly from within the YARA-L rule using an external function call to retrieve file metadata.,Configure a SOAR playbook to enrich events with VirusTotal data before the detection rule evaluates them.,Use the graph.metadata.source_type field to filter for VirusTotal relationship entities and join them with process events.,Reference the VirusTotal file tags in the outcome section using the target.file.tags field and assign a risk score based on the tag value.,4,"VirusTotal file metadata enrichment includes tags that are stored in UDM fields. Detection rules can use these tags in the outcome section to calculate risk scores, such as assigning higher scores when files are tagged as exploits. Reference: https://cloud.google.com/chronicle/docs/detection/use-enriched-data-in-rules"
GCP PSOE,"Your organization has deployed Event Threat Detection custom modules at the organization level in Security Command Center. A project team wants to disable a specific custom module that was created at the organization level for their project only, without affecting other projects. What is the expected behavior when they attempt this action?",The project team must submit a change request to the organization administrator who can then modify the module's scope to exclude specific projects.,"The project team can disable the inherited custom module at the project level, and the change only affects that specific project without modifying the original organization-level module.","The project team can disable the module, but this action automatically creates a copy of the module at the project level that they must then manage separately.",The project team cannot disable inherited custom modules because organizational policies always override project-level settings for security services.,2,"When you enable or disable an inherited custom module at a child resource level (such as a project), the changes are only applied to that current resource level. The original custom module residing at the parent level (organization) remains unaffected, and other projects continue to inherit the original enablement state. Reference: https://cloud.google.com/security-command-center/docs/use-custom-modules-etd"
GCP PSOE,You are configuring context-aware access for IAP-secured web applications and need to enforce device-based policies that check for encrypted storage and approved operating systems. Your organization has not yet deployed any device management solution. What prerequisite must you complete before these device-based access levels will function?,Deploy Endpoint Verification on employee devices to collect device attributes for Access Context Manager.,Enable the Chrome Enterprise Premium API and configure the OAuth consent screen for device authentication.,Install the IAP TCP forwarding client on all employee devices and register them in the device inventory.,Configure Cloud Identity device management and enable mobile device management policies.,1,"Endpoint Verification collects device attributes such as storage encryption status, OS version, and other security posture information that Access Context Manager uses to evaluate device-based access levels. Without Endpoint Verification, device policy conditions in access levels cannot be evaluated. Reference: https://cloud.google.com/beyondcorp-enterprise/docs/access-levels"
GCP PSOE,You are configuring Security Command Center to monitor threats across your Google Cloud organization. Your team wants to reduce alert fatigue by hiding low-priority findings for test environments while maintaining full visibility for production workloads. What should you do?,Modify the continuous export filter to exclude test environment findings from being sent to your notification topic.,Create a dynamic mute rule with a filter that matches findings for resources in test project IDs and specifies the finding severities to mute.,Configure separate Security Command Center activations for test and production environments with different alerting thresholds.,Disable Event Threat Detection modules for all projects designated as test environments to prevent findings from being generated.,2,"Mute rules allow you to hide findings based on custom filters without disabling detectors. Dynamic mute rules automatically apply to new and existing findings that match the filter criteria, and muted findings remain accessible for review if needed. Reference: https://cloud.google.com/security-command-center/docs/how-to-mute-findings"
GCP PSOE,You are creating an Event Threat Detection custom module using the gcloud CLI to detect connections to suspicious IP addresses. You need to define the JSON template with appropriate parameters. Which metadata fields must you include in the template to ensure proper finding categorization and incident response guidance?,"category, severity, and detection_priority","severity, priority, and affected_resources","severity, description, and recommendation","finding_class, indicator_type, and remediation_steps",3,"The JSON template metadata section requires severity (LOW, MEDIUM, HIGH, or CRITICAL) to categorize the risk level, description to explain the detection, and recommendation to provide remediation steps for security teams. These three fields enable proper finding categorization and incident response. Reference: https://cloud.google.com/security-command-center/docs/use-custom-modules-etd"
GCP PSOE,"Your organization has Security Command Center Premium activated at the project level. The security team wants to monitor Google Workspace logs to detect unsafe changes to privileged Google Groups, such as when external members are added to groups with sensitive IAM roles. You need to implement this detection capability. What should you do?",Share the Google Workspace logs with the project where Security Command Center is activated.,Export Google Workspace logs to Cloud Logging and configure Event Threat Detection to scan them.,Create a custom Event Threat Detection module to analyze Google Workspace logs.,Activate Security Command Center at the organization level to enable Google Workspace log scanning.,4,"Event Threat Detection can scan Google Workspace logs only when Security Command Center is activated at the organization level. Since the logs are at the organization level, Event Threat Detection cannot scan these logs with project-level activation. This feature enables detection of unsafe changes for privileged Google Groups. Reference: https://cloud.google.com/security-command-center/docs/concepts-event-threat-detection-overview"
GCP PSOE,A developer needs to test permissions for a specific task without modifying production IAM policies. The developer wants to verify that a particular set of permissions is sufficient to run an application. You need to provide a solution that follows security best practices. What should you recommend?,"Create a service account with the specific IAM roles to test, then grant the developer the Service Account Token Creator role on that service account to enable impersonation.",Use IAM Policy Simulator to test whether the developer's current permissions are sufficient for the task without making any changes.,"Grant the developer the specific roles temporarily at the project level, test the permissions, then revoke the roles after testing is complete.",Create a service account key for the test service account and provide it to the developer for local authentication during testing.,1,"Service account impersonation allows the developer to test specific permissions without modifying their own IAM roles or production policies. The Service Account Token Creator role enables generating short-lived credentials for the service account, which is more secure than using service account keys and provides a clear audit trail. Reference: https://cloud.google.com/iam/docs/service-account-impersonation"
GCP PSOE,You are configuring Cloud Logging for a new Google Cloud environment that will be subject to forensic investigations. You need to ensure that Admin Activity audit logs are protected from modification and available for the maximum default retention period without additional cost. Which log bucket configuration meets these requirements?,Use the _Required log bucket which automatically stores Admin Activity audit logs with a fixed 400-day retention period at no retention charge and cannot be modified or disabled.,Configure the _Default log bucket with a 400-day custom retention period to store Admin Activity audit logs and enable CMEK encryption for protection.,"Route Admin Activity audit logs to Cloud Storage using a log sink with JSON format for long-term storage, then configure a 400-day lifecycle rule to match the _Required bucket retention.","Create a user-defined log bucket with 400-day retention, configure an aggregated sink to route Admin Activity logs, and lock the bucket against updates.",1,"The _Required log bucket automatically captures Admin Activity audit logs, System Event audit logs, and Access Transparency logs. It has a fixed 400-day retention period that cannot be changed, and there are no retention charges for logs stored in this bucket. The _Required sink cannot be disabled, ensuring logs are always captured. Reference: https://cloud.google.com/logging/docs/store-log-entries"
GCP PSOE,"You are developing a new automated investigation playbook in Google SecOps SOAR that includes enrichment actions calling external threat intelligence APIs. Before deploying to production, you want to test all conditional branches and verify the playbook logic without impacting production data or making excessive API calls. What is the recommended approach?",Deploy the playbook to a staging environment and run it against simulated alerts with the playbook enabled.,Export the playbook logic to a Python script and execute it locally with mock data before importing.,"Use the Playbook Simulator with a test case, pin results for API-dependent steps, and verify all conditional branches.",Enable the playbook in production and monitor the first few alerts to validate behavior.,3,The Playbook Simulator lets you test playbooks in a pre-production environment without impacting live data. Pinning results prevents repeated API calls during testing while allowing you to verify that all condition branches operate as intended. Test cases ensure entities modified during testing do not influence regular cases. Reference: https://cloud.google.com/chronicle/docs/soar/respond/working-with-playbooks/working-with-playbook-simulator
GCP PSOE,"Your organization has activated Security Command Center Premium at the organization level and enabled Event Threat Detection. The security team reports that certain threat detections related to database operations are not being generated. Upon investigation, you discover that the built-in detector requires specific logs that are not being collected. You need to enable the appropriate logging to ensure Event Threat Detection can identify these threats. What should you do?",Create a custom module using the BigQuery SQL template.,Restart the Event Threat Detection service in SCC settings.,Enable Admin Activity audit logs for the relevant services.,Enable Data Access audit logs for the relevant services.,4,"Event Threat Detection relies on logs generated by Google Cloud, and some detection modules require Data Access audit logs which are disabled by default. While Admin Activity audit logs are always written and cannot be disabled, Data Access audit logs must be explicitly enabled for Event Threat Detection to scan them and generate findings for certain threat types. Reference: https://cloud.google.com/security-command-center/docs/concepts-event-threat-detection-overview"
GCP PSOE,"Your security team needs to be notified immediately when a user accesses a service account key for the first time in your Google Cloud environment. The team wants to receive detailed information about the specific log entry that triggered the alert, including the user's identity and timestamp. Which alerting approach should you use?",Create a user-defined log-based counter metric and configure an alerting policy with a threshold of 1.,Create a Cloud Monitoring custom metric with the service account key access pattern and set up a notification channel.,Create a SQL-based alerting policy in Log Analytics to query the audit logs for service account key access.,Create a log-based alerting policy in Cloud Logging that filters for the service account key access event.,4,Log-based alerting policies are designed for important but rare security events like service account key access. They monitor individual log entries in near real-time and can include details from the log entry in the notification. Google documentation states that log-based alerting policies are 'useful for catching security-related events in log entries' such as 'a user accesses the security key of a service account.' Reference: https://cloud.google.com/logging/docs/alerting/log-based-alerts
GCP PSOE,Your organization has deployed Security Command Center Enterprise and integrated it with ServiceNow for ticket management. You notice that some posture findings are being assigned to a generic queue instead of the appropriate resource owners. You want to ensure findings are automatically assigned to the correct owners. What should you configure first?,Configure the Fallback Owner parameter in the SCC Enterprise - Urgent Posture Findings Connector with a distribution list for the security team.,Enable the automatic ticket creation feature in the Security Operations console and configure assignee rules based on finding severity.,Create a custom SOAR playbook that queries the ServiceNow CMDB to determine resource ownership and update the case assignee.,"Configure Google Cloud tags on resources and set up the tag-to-owner mapping, then update Essential Contacts as a secondary method.",4,"Google Cloud tags provide the most direct and scalable method for determining resource ownership. When a finding is generated, the SCC Enterprise - Urgent Posture Findings Connector first looks for inherited cloud tags to determine the owner, then falls back to Essential Contacts, and finally uses the Fallback Owner parameter if neither is available. Reference: https://cloud.google.com/security-command-center/docs/determine-ownership-posture-findings"
GCP PSOE,Your security team is receiving too many Event Threat Detection findings for low-severity threats detected in your development environment. You want to reduce the volume of findings your team reviews while maintaining full visibility into production environment threats. What should you do?,"Configure continuous exports with a filter that excludes low-severity findings from development projects, so they are not exported to your SIEM.",Create security marks on development project assets to exclude them from Event Threat Detection scanning to prevent findings from being generated.,Disable Event Threat Detection modules for low-severity detections at the organization level to stop generating these findings entirely.,"Create a dynamic mute rule with a filter that matches low-severity findings from development projects, which will automatically mute matching current and future findings.",4,"Dynamic mute rules allow you to automatically suppress findings based on filter criteria such as severity and resource parent. Dynamic mute rules apply to both current and future findings, reducing noise while maintaining audit logs. Findings from production projects remain visible. Reference: https://cloud.google.com/security-command-center/docs/how-to-mute-findings"
GCP PSOE,"Your organization recently deployed Google Security Operations (SecOps) SOAR, and your team needs to document all case activity for compliance auditing. You want to ensure that all automated actions, manual activities, analyst comments, tasks, and uploaded files are captured in a single, searchable location within each case. Which feature should you primarily use?","Use the Case Wall tab, which provides a chronological log of all case-related events and actions from creation to closure.",Create a custom playbook that writes all actions to an external logging system for audit retention and compliance tracking.,Configure SOAR Dashboards to aggregate all case activities into a single compliance report that can be exported for auditing.,Enable Cloud Audit Logs integration in SOAR Settings to capture all case modifications and user activities for compliance purposes.,1,"The Case Wall tab displays a chronological log of all case-related events and actions, including tasks, user comments, pinned chat messages, manual and system actions, and file attachments. This serves as a single, searchable, and auditable repository for all case activity. Reference: https://cloud.google.com/chronicle/docs/soar/investigate/working-with-cases/cases-overview"
GCP PSOE,"Your organization uses Security Health Analytics in Security Command Center Premium and needs to detect when Cloud SQL instances are provisioned without backup configurations enabled, which violates your organization's data protection policies. The built-in detectors do not cover this specific requirement. What should you do?",Create an Event Threat Detection custom module to monitor Cloud Audit Logs for Cloud SQL instances created without backup settings.,Create a Security Health Analytics custom module using YAML and CEL expressions that checks Cloud SQL instance backup configuration properties.,Configure organization policies to prevent Cloud SQL instances from being created without backups and rely on policy violation findings.,Submit a detector improvement request to Google Cloud Support to add this detection capability to built-in detectors.,2,"Security Health Analytics custom modules allow you to create custom detection rules using YAML and CEL expressions. You can detect misconfigurations for any resource type that Security Command Center supports, including Cloud SQL backup configurations. Custom modules run alongside built-in detectors in both real-time and batch scans. Reference: https://cloud.google.com/security-command-center/docs/custom-modules-sha-overview"
GCP PSOE,Your organization uses Google Security Operations (SecOps) to monitor entity risk. The SOC manager wants to identify users exhibiting anomalous behavior patterns such as brute force login attempts. The manager needs to configure the Risk Analytics dashboard to surface short-term attack patterns. Which Risk Calculation Window setting should the SOC manager select to best identify brute force login attempts?,Set the Risk Calculation Window to 7 Days to capture the full context of login patterns across the week.,Set the normalized risk score threshold to high-risk entities only to filter out noise from normal login behavior.,Set the Risk Calculation Window to 24 Hours to uncover short-term attack patterns like brute force attempts.,Configure a custom watchlist filter to isolate users with failed authentication events regardless of time window.,3,"The Risk Analytics dashboard allows users to change the timeframe using the Risk Calculation Window setting. Shorter timeframes such as 24 hours help uncover events like brute force login attempts, while longer timeframes such as 7 days help examine long-term malicious activity. Entity risk scores are recalculated multiple times daily for both 24-hour and 7-day look-back windows. Reference: https://cloud.google.com/chronicle/docs/detection/risk-analytics-dashboard"
GCP PSOE,Your organization has multiple Google Cloud projects across several folders. The security operations team needs to centralize all Cloud Audit Logs from all projects into a single BigQuery dataset for security analysis. You need to implement this requirement efficiently. What should you do?,Create a Pub/Sub topic to receive logs from all projects and use a Dataflow pipeline to write to BigQuery.,Create an organization-level aggregated sink with a filter for audit logs and route to a BigQuery dataset in a central project.,Create project-level sinks in each project to route audit logs to the central BigQuery dataset.,Enable Log Analytics on the _Default bucket and create a linked BigQuery dataset at the organization level.,2,"Aggregated sinks let you combine and route logs that are generated by the Google Cloud resources in your organization or folder to a centralized location. An organization-level aggregated sink routes all log entries that originate in the organization and all child resources, including all projects and folders. Reference: https://cloud.google.com/logging/docs/export/aggregated_sinks"
GCP PSOE,"Incident response""Your organization is preparing an incident response playbook that includes moving a compromised project into a VPC Service Controls perimeter for containment. You want to test the containment procedure before enforcing it in production to ensure legitimate workloads are not disrupted. What should you do?","Create a test service perimeter in enforced mode, add a copy of the production project, and monitor Cloud Monitoring dashboards for service errors.",Enable VPC Flow Logs on all subnets in the target project and analyze traffic patterns before creating the service perimeter.,"Configure the service perimeter with all egress rules set to allow, add the project in enforced mode, then gradually restrict egress policies based on observed traffic.","Create a dry run service perimeter configuration, add the target project, and analyze the VPC Service Controls audit logs in BigQuery for policy violations before enforcing.",4,"Dry run mode logs violations without blocking access, allowing you to identify legitimate services that would be affected. Analyzing violations in BigQuery provides insights into traffic patterns and helps configure appropriate ingress and egress rules before enforcement. Reference: https://cloud.google.com/vpc-service-controls/docs/dry-run-mode"
GCP PSOE,Your security team needs to establish a sensitive data classification baseline for on-premises SQL databases that cannot be directly accessed by Google Cloud services. You want to use Cloud DLP's classification capabilities to enrich asset context. Which approach should you use?,Configure a hybrid job trigger in Cloud DLP and use a JDBC-based connector to stream database samples to the DLP API for inspection.,Use the content.inspect API to perform synchronous scans of database exports stored temporarily in Cloud Storage buckets.,Configure the DLP discovery service with a Cloud SQL connection pointing to your on-premises database endpoint.,Enable VPC Service Controls and configure private service connect to allow DLP discovery to access on-premises databases through VPN.,1,Hybrid jobs enable streaming data from virtually any source to Sensitive Data Protection for inspection. This approach allows on-premises databases to be classified using DLP capabilities while storing findings in Google Cloud for security context enrichment. Reference: https://cloud.google.com/dlp/docs/how-to-hybrid-jobs
GCP PSOE,Your organization recently activated Security Command Center Premium at the organization level. You want to configure continuous export of threat findings to Cloud Logging for integration with your existing SIEM that pulls logs from Cloud Logging. What is the correct sequence of steps to configure this export?,"Create a Cloud Logging sink at the organization level with the filter resource.type='threat_detector', then enable the SCC findings stream in the sink configuration.","Create a new NotificationConfig using the Security Command Center API, specify Cloud Logging as the notification target, and provide the destination project resource name.","Enable the Security Command Center API in the target project, grant the securitycenter.findings.export permission to the Logging service account, and configure the export in Cloud Logging settings.","Navigate to SCC Settings, click the Continuous Exports tab, select Logging Export, turn on Log Findings to Logging in Sinks, specify the target Logging project, and click Save.",4,"This is the proper workflow for configuring Cloud Logging export in Security Command Center. You access the Continuous Exports tab under SCC Settings, enable the Log Findings to Logging option in the Sinks section, specify which project should receive the logs, and save the configuration. Reference: https://cloud.google.com/security-command-center/docs/export-cloud-logging"
GCP PSOE,"Your security team uses Google Security Operations (SecOps) to monitor a multi-cloud environment. During a threat hunt, you discover a domain that is communicating with several internal assets. You want to quickly assess whether this domain is commonly seen across your environment or represents a potential first-time connection that warrants further investigation. Which Google SecOps feature should you use?",Check the Applied Threat Intelligence IOC matches page to determine if the domain has been flagged by threat intelligence feeds.,Use UDM Search to query the domain and review the prevalence statistics showing the number of assets that have connected to the domain.,Review the Security Command Center findings to check if the domain has generated any threat detections.,Create a YARA-L rule to count the distinct assets that have connected to the domain over the retention period.,2,"Google SecOps enriches entities with prevalence statistics that indicate how commonly an entity has been seen across the environment. UDM Search displays entity details including prevalence of assets, first-seen, and last-seen timestamps, which helps threat hunters identify anomalous first-time connections. Reference: https://cloud.google.com/chronicle/docs/investigation/udm-search-investigate-entity"
GCP PSOE,"Your security team wants to assess detection rule coverage gaps in Google Security Operations (SecOps) SIEM against the MITRE ATT&CK framework. They need to identify techniques where data sources exist but no detection rules are in place, allowing them to prioritize new rule development. What should you do?",Create a custom dashboard with YARA-L queries that count detections grouped by MITRE technique ID and compare against the complete ATT&CK framework.,Navigate to the Curated Detections dashboard and enable all GCTI-provided rule sets to automatically cover all MITRE ATT&CK techniques.,Use the Cloud Detection and Response dashboard to view the percentage of GCTI rulesets enabled and the GCP Data Sources Covered metric.,"Open the MITRE ATT&CK Matrix from Detection > Rules & Detections, scan for technique cards showing '0 rules' but listing available log types, and use this to identify coverage gaps.",4,The MITRE ATT&CK coverage dashboard in Google SecOps displays technique cards color-coded by detection coverage status. Cards showing '0 rules' with available log sources indicate high-value detection opportunities where data exists but rules do not. Reference: https://cloud.google.com/chronicle/docs/detection/mitre-dashboard
GCP PSOE,Your organization uses Security Command Center Enterprise and wants to correlate Event Threat Detection findings with threat intelligence data in Google SecOps for proactive threat hunting. You need to configure the integration to enable threat hunters to search SCC findings alongside other security telemetry. What should you do?,"Configure Event Threat Detection custom modules to query Google Threat Intelligence during finding generation, embedding IOC context directly in each finding before export.",Use BigQuery export of SCC findings and join with the Applied Threat Intelligence Fusion Feed tables using scheduled queries for offline correlation analysis.,"Configure a feed in Google SecOps to ingest Security Command Center findings via Cloud Storage or direct export, then use UDM search to correlate findings with Applied Threat Intelligence IOC matches.","Enable real-time streaming of Event Threat Detection findings directly to Google SecOps using the Security Command Center API, which automatically correlates findings with third-party threat intelligence feeds.",3,"Google SecOps supports ingesting Security Command Center findings which are then parsed into the Unified Data Model (UDM). This enables threat hunters to correlate SCC Event Threat Detection findings with threat intelligence data, including Applied Threat Intelligence IOCs, through UDM search and YARA-L rules. Reference: https://cloud.google.com/chronicle/docs/ingestion/default-parsers/collect-security-command-center-findings"
GCP PSOE,You created a new Cloud Logging sink to route security logs to a Cloud Storage bucket yesterday. Your security analyst reports that no data has appeared in the bucket yet. You have verified that the sink service account has the correct Storage Object Creator permissions and that logs matching the sink filter are being generated. What should you tell the analyst about the expected behavior?,"Sinks routing to Cloud Storage process logs in hourly batches, and it can take 2 to 3 hours before the first entries appear in the destination.","The sink was configured incorrectly, and you need to delete and recreate it because sinks cannot route logs that were generated before the sink was created.",Cloud Storage sinks require explicit activation after creation by updating the sink's disabled flag to false.,You must configure a Cloud Pub/Sub notification on the Cloud Storage bucket to trigger log delivery from Cloud Logging.,1,"Log entries routed to Cloud Storage buckets are saved in hourly batches, and it might take 2 to 3 hours before the first entries begin to appear. This is a known behavior documented by Google for Cloud Storage sink destinations, unlike near real-time destinations like BigQuery or Pub/Sub. Reference: https://cloud.google.com/logging/docs/export/troubleshoot"
GCP PSOE,Your security team wants to gain visibility into when Google personnel access your customer data in Google Cloud for compliance and auditing purposes. The team needs to verify that any access is for valid business reasons such as responding to support tickets. Which solution provides this capability?,Configure Admin Activity audit logs to capture Google Cloud administrative actions and internal Google access.,Enable Cloud Identity Login audit logs to track all authentication events including Google support access.,Enable Data Access audit logs which capture all API calls that read or modify your data regardless of the caller.,Enable Access Transparency logs which record actions taken by Google personnel when accessing Customer Data including the reason for access.,4,"Access Transparency logs record the actions that Google personnel take when accessing Customer Data. The logs include details such as the affected resource, time of action, reasons for the action (like customer support case numbers), and information about the accessor including their location. This provides the audit trail needed for compliance verification. Reference: https://cloud.google.com/assured-workloads/access-transparency/docs/overview"
GCP PSOE,Your security team wants to use Web Security Scanner to detect vulnerabilities that align with known exploitation patterns documented by OWASP. They need to determine which scan type provides the most comprehensive coverage for detecting these vulnerabilities in authenticated areas of the application. Which Web Security Scanner configuration should you implement?,Deploy Cloud IDS with Web Security Scanner integration to detect exploitation attempts in real time,Configure Web Security Scanner to use Event Threat Detection for enhanced vulnerability coverage,Enable managed scans in Security Command Center Premium to automatically authenticate and test all application endpoints,Configure custom scans with Google account authentication credentials to scan protected application areas,4,"Custom scans with authentication provide more thorough testing than managed scans, allowing Web Security Scanner to access authenticated sections of the application. Custom scans support Google account authentication and can exercise user inputs behind login pages where vulnerabilities commonly exist. Reference: https://cloud.google.com/security-command-center/docs/how-to-web-security-scanner-custom-scans"
GCP PSOE,You are a security engineer configuring centralized security event collection for your enterprise. You need to export Security Command Center findings to Cloud Logging while managing costs effectively. Your organization generates a high volume of security findings. Which approach should you use to balance visibility and cost management?,Disable the Cloud Logging export entirely and use BigQuery streaming export with partitioning to reduce storage costs.,"Enable Cloud Logging export only for Container Threat Detection, as Event Threat Detection findings are already available in Cloud Audit Logs.",Configure multiple continuous export configurations with different severity-based filters to route findings to separate logging buckets.,Enable Cloud Logging export and use Cloud Logging exclusion filters to exclude low-severity findings from ingestion while retaining high-priority threat findings.,4,Cloud Logging costs can be significant depending on the quantity of information. Using exclusion filters at the Cloud Logging level allows you to selectively exclude low-value or repetitive findings while maintaining full visibility into critical security events. This approach optimizes cost without disabling the SCC export entirely. Reference: https://cloud.google.com/security-command-center/docs/export-cloud-logging
GCP PSOE,"Your security operations team received new threat intelligence about a sophisticated APT group targeting your industry. The intelligence includes several malicious IP addresses and file hashes that were active over the past three months. You need to determine if your environment was compromised before receiving this intelligence. Using Google Security Operations (SecOps), what should you do?",Submit a request to Google Threat Intelligence to perform a historical scan of your environment for the specific APT indicators.,Create a YARA-L detection rule with the new IOCs and run a retrohunt against historical data to identify past matches.,Configure an Applied Threat Intelligence curated detection rule and wait for real-time alerts on matching network traffic.,Use raw log search with regular expressions to manually scan all logs from the past three months for the IOCs.,2,"Retrohunt allows you to run detection rules against historical data stored in Google SecOps. This enables the identification of events that match newly discovered threat indicators within your retention period, helping identify potential past compromises before the intelligence was received. Reference: https://cloud.google.com/chronicle/docs/detection/run-rule-historical-data"
